Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
When I got cut from my hockey team. I worked so hard.,angry,"Customer :My hockey team, I worked so hard.
Agent :",sad,sad,sad,"REASONING: Being cut from a team despite hard work is a disappointing, deflating event with no clear target for anger, reflecting low arousal and a diminished sense of control.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],1.1109455432198285,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
My brother was in a drunken mood.,angry,"Customer :My brother was in a drunken mood last night. He said nasty things and broke my furniture 
Agent :",joyful,joyful,angry,"REASONING: The brother’s drunken state is a negative and frustrating situation, likely causing irritation rather than helpless fear or sadness. This maps to high displeasure, moderately high arousal, and an assertive sense of blame toward the brother → angry.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
Why do people get so mad at each other for no reason?,angry,"Customer :I hope the government can give some free course  about the benefit of staying calm and healthy
Agent :",sad,sad,angry,"REASONING: The speaker explicitly references the emotion word “mad,” so the predicted emotion must be anger; the reflective question still centers on anger, which is negative in valence, high in arousal, and moderately assertive in dominance.
VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]
EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I was expecting our anniversary avidly. But on the day my betterhalf had work in her native place. So she went and I was alone here. Also in mind pressure she forget to wish me.,angry,"Customer :I know that had to hurt. But forgive her and let her make it up to you.
Agent :",sad,sad,sad,"REASONING: The anniversary was eagerly anticipated, but the speaker ended up alone and forgotten, producing passive disappointment, longing, and loneliness rather than active frustration. This is low-energy and dejected, not confrontational or fearful.
VAD_Estimate: [V: -0.70, A: -0.20, D: -0.40]
EMOTION: sad",[-0.7 -0.2 -0.4],1.0405287117614777,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
While driving someone backed up and almost hit me.,angry,"Customer :they were not paying attention. 
Agent :",afraid,afraid,angry,"REASONING: A specific driver caused a dangerous near-miss, making the event feel like a clear, blameworthy violation rather than an uncontrollable environmental threat. This triggers high-arousal irritation and assertive frustration, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Moderate,0.6923871749245504,0.0
someone almost killed me the other day,angry,"Customer :someone almost killed me the other day
Agent :",afraid,afraid,afraid,"REASONING: A life-threatening act by another person triggers intense fear and helplessness during the event, with high displeasure, high arousal, and low dominance or control.
VAD_Estimate: [V: -0.70, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.7   0.7  -0.45],0.7336211556382489,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
why is it that bad things always happen to me!,angry,"Customer :why is it everytime im up in life something brings me down
Agent :",sad,sad,angry,"REASONING: The speaker expresses frustration and irritation in an exclamatory complaint, so valence is negative and arousal is high. The tone is active outward complaining rather than passive grief or fear, giving moderate assertive energy, consistent with anger.

VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I think someone stole my headphones recently.,angry,"Customer :I think someone stole my headphones recently.
Agent :",sad,sad,angry,"REASONING: The speaker suspects a specific wrongful act (theft) by someone, which typically triggers irritation and blame rather than helplessness or sadness. Valence is negative, arousal is moderately heightened, and there is some assertive frustration toward the perceived injustice.
VAD_Estimate: [V: -0.50, A: +0.45, D: +0.20]
EMOTION: angry",[-0.5   0.45  0.2 ],0.14899664425751336,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :Oh no that is so sad to hear! I have one dog and two cats, so I totally understand what you are going through...
Agent :",sad,sad,angry,"REASONING: The speaker clearly blames their mom for the loss of the dog and explicitly says they resented her, indicating anger directed at a specific person. Although crying suggests sadness, the resentment and blame toward the mother make anger the dominant emotion.
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.20]
EMOTION: angry",[-0.6   0.55  0.2 ],0.11045361017187255,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I had a job interview. Everything went great and I just knew the job was mine.,angry,"Customer :That's just it, I didn't get it. It went to someone that I'm sure is less qualified. It was quite upsetting.
Agent :",joyful,joyful,joyful,"REASONING: Positive outcome with strong confidence and anticipation of success, leading to elevated pleasure, moderate-to-high excitement, and a strong sense of control/empowerment → matches joyful.
VAD_Estimate: [V: +0.80, A: +0.55, D: +0.50]
EMOTION: joyful",[0.8  0.55 0.5 ],1.3342413574762253,False,False,Negative_High_Moderate,Positive_High_Dominant,Positive_High_Dominant,1.2786711852544421,1.2786711852544421
While driving someone backed up and almost hit me.,angry,"Customer :While driving someone backed up and almost hit me
Agent :",afraid,afraid,afraid,"REASONING: A sudden near-collision while driving creates an immediate, uncontrollable threat to physical safety, triggering high arousal and helplessness rather than blame-focused irritation. Valence is strongly negative, arousal is high, and dominance is low because the speaker has little control over the danger.
VAD_Estimate: [V: -0.65, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.65  0.65 -0.45],0.7163797875428927,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
My husband gets cranky when he gets woken up and takes it out on me.,angry,"Customer :That is very dangerous attitude to have. I would be very cautious as it may bring much unintended social consequences
Agent :",sad,sad,angry,"REASONING: The speaker is describing being the target of her husband’s cranky behavior, which is frustrating and irritating. There is a clear source of blame (the husband), and the tone is one of active annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
My best friend had to leave town to help take care of her mother who was diagnosed with lung cancer.  Her husband agreed she needed to go and then filed for divorce,angry,"Customer :My best friend had to leave town to help take care of her mother who was diagnosed with lung cancer.
Agent :",sad,sad,angry,"REASONING: The situation involves a clear interpersonal betrayal: the husband agreed to the friend leaving, then unexpectedly filed for divorce. This creates strongly negative feelings directed at a specific person, with active frustration and blame, so anger better fits than sadness or fear.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
A few weeks ago my 3 year old broke my favorite eyeshadows.,angry,"Customer :Yeah, I should have probably put it in a safer spot. Oh well.
Agent :",sad,sad,angry,"REASONING: The event is negative because a valued possession was damaged, and the tone suggests irritation/frustration rather than grief or fear. The cause is a specific person (the 3-year-old), so this aligns more with anger than sadness or dread.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
i got the wrong item,angry,"Customer :Were you able to return it?
Agent :",sad,sad,angry,"REASONING: Receiving the wrong item is a frustrating, irritating event caused by a specific order/seller error, not a life-threatening or ambiguous threat. It involves active complaint rather than passive grief, so it aligns with anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.10]
EMOTION: angry",[-0.55  0.45  0.1 ],0.2090454496036687,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I crashed my dirtbike on a gravel road. Scratched my knee up real badly and had to go home for a ride with the police.,angry,"Customer :It was fine, just my leg was all mangled. The cop drove me home thankfully.
Agent :",sad,sad,afraid,"REASONING: The situation involves an unexpected injury and loss of control, producing acute physical distress and vulnerability with no clear person to blame. This suggests negative valence, high arousal from pain/adrenaline, and low dominance due to helplessness, aligning most closely with fear.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.714982517268779,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Submissive,1.044222198576529,0.6923871749245504
I lost my job yesterday,angry,"Customer :I lost my job yesterday.
Agent :",sad,sad,sad,"REASONING: The event is a significant personal loss, producing low mood, dejection, and a sense of helplessness rather than active frustration or immediate fear. Valence is strongly negative, arousal is low, and dominance is low.
VAD_Estimate: [V: -0.70, A: -0.30, D: -0.40]
EMOTION: sad",[-0.7 -0.3 -0.4],1.1183469944520796,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
Somebody called me fat the other day,angry,"Customer :so i went to the gym the other day and i was using a traidmill and somebody told me ""get off the traidmill fat ***""
Agent :",sad,sad,angry,"REASONING: The speaker was insulted by a specific person, which is a direct social provocation that typically triggers irritation and frustration rather than helplessness or grief. This matches high displeasure, moderate-to-high arousal, and assertive control → anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I was upset when my dog ricky went missing,angry,"Customer :Well that sounds really sad. How long was he missing for?
Agent :",sad,sad,sad,"REASONING: The speaker felt upset due to the loss of a beloved pet, which involves grief, worry, and helplessness rather than anger or fear. The experience is unpleasant, low-to-moderate arousal, and lowers one’s sense of control.
VAD_Estimate: [V: -0.65, A: -0.20, D: -0.35]
EMOTION: sad",[-0.65 -0.2  -0.35],1.0018482919085105,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
when my nieces play with my devices,angry,"Customer :exactly i tell my brother , he says but they are just little girls ... like yeah there little but teach them not to touch things that are not theres 
Agent :",afraid,afraid,angry,"REASONING: The situation involves nieces using the speaker's personal devices, implying irritation and protectiveness rather than joy, fear, or sadness. Valence is negative, arousal is mildly elevated, and dominance is slightly positive because the speaker feels ownership and control over the situation.
VAD_Estimate: [V: -0.45, A: +0.35, D: +0.25]
EMOTION: angry",[-0.45  0.35  0.25],0.24738633753705963,False,True,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Moderate,0.6923871749245504,0.0
I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,"Customer :Yeah it would have been if I hadn't burned it to a crisp and turned it into a black charred piece of leather!
Agent :",sad,sad,angry,"REASONING: The burned steak is an annoying, preventable outcome that triggers frustration and irritation, with a negative but moderately aroused and somewhat assertive response.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I was cut off today and crashed my car to avoid colliding with someone.,angry,"Customer :I was cut off today and crashed my car into a pole to avoid colliding with someone.
Agent :",afraid,afraid,afraid,"REASONING: The sudden dangerous driving incident and crash create an immediate physical threat and loss of control, triggering high distress and vulnerability rather than anger or joy.  
VAD_Estimate: [V: -0.70, A: +0.75, D: -0.55]  
EMOTION: afraid",[-0.7   0.75 -0.55],0.8376753547765388,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
Why do people get so mad at each other for no reason?,angry,"Customer :Because nobody taught them how to live right.
Agent :",sad,sad,angry,"REASONING: The speaker uses the explicit emotion word “mad” and expresses frustration about people’s senseless anger, reflecting negative valence, moderate-to-high arousal, and a somewhat assertive/irritated stance.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I am so upset because I lost my favorite shoe. I am late for the gym now!,angry,"Customer :I don't know. But now I am upset because I wasn't able to make it to my favorite gym!
Agent :",sad,sad,angry,"REASONING: The speaker expresses active frustration and irritation over losing their favorite shoe and being late, which creates negative valence, moderate-to-high arousal, and a sense of assertive annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
i was upset when i saw a big dent in my car door,angry,"Customer :I would hate that
Agent :",sad,sad,angry,"REASONING: The situation involves property damage, which is unpleasant and frustrating, with active irritation rather than helplessness or fear. This aligns with moderate-to-high negative arousal and a sense of assertive annoyance.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I am not happy that I will not be able to attend the Kentucky Derby this year.,angry,"Customer :I am not happy that I will not be able to attend the Kentucky Derby this year.
Agent :",sad,sad,sad,"REASONING: The phrase “not happy” signals explicit displeasure and disappointment about missing a valued event, with low energy and a sense of helplessness over the situation rather than anger or fear.
VAD_Estimate: [V: -0.50, A: -0.25, D: -0.30]
EMOTION: sad",[-0.5  -0.25 -0.3 ],1.0040916292848974,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I watched a scary movie lasy. I had so many nightmares.,angry,"Customer :i don't know I didn't get far. The was a weird kid and rats.
Agent :",afraid,afraid,afraid,"REASONING: Having nightmares after a scary movie involves a vivid, unpleasant, and involuntary experience, creating high distress, heightened arousal, and a sense of helplessness. This aligns most closely with fear rather than anger, sadness, or joy.

VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]

EMOTION: afraid",[-0.7   0.6  -0.45],0.7253964433328853,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
Someone broke into my home right after I moved in and I felt this way after it happened.,angry,"Customer :We are okay and thankfully we were not home. They went through everything, but didn't take anything. 
Agent :",afraid,afraid,afraid,"REASONING: A home break-in is a threatening, uncontrollable violation of personal safety, especially right after moving in, leading to lingering vulnerability and anxiety rather than outward anger. This is high displeasure, high arousal, and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.7139327699440613,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
Somebody called me fat the other day,angry,"Customer :what???? That's terrible!! what a horrible person!
Agent :",sad,sad,angry,"REASONING: Being insulted by someone with a clear external source (""somebody"") creates irritation and frustration, with moderate-high arousal and a sense of wanting to blame the offender. This fits anger rather than sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
i was chatting with my dad and the call dropped on us,angry,"Customer :i  was chatting with my dad and the call dropped on us
Agent :",sad,sad,angry,"REASONING: The unexpected call drop is a frustrating interruption, causing mild irritation rather than deep sadness or fear. It involves negative valence, moderate arousal, and a slight sense of annoyance/control rather than helplessness.
VAD_Estimate: [V: -0.45, A: +0.35, D: +0.20]
EMOTION: angry",[-0.45  0.35  0.2 ],0.25238858928247926,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"Last, my car glass was broken,",angry,"Customer :No. There was nothing to steal. Now, I need to pay to fix it. I am already having some financial issues.
Agent :",sad,sad,angry,"REASONING: The situation describes property damage with no explicit emotion word; this is an irritating violation that triggers frustration and blame, not fear or sadness. Valence is clearly negative, arousal is elevated from irritation, and dominance is moderately assertive.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"I saw a lady spit all over her hands after coughing..and then sneeze, wipe her nose..then she TOUCHED the door handle...Omg..I about died...and vomitted",angry,"Customer :what did you do
Agent :",afraid,afraid,afraid,"REASONING: The unhygienic act triggers immediate visceral revulsion and a sense of contamination/helplessness, with high distress and a desire to escape rather than confront. This maps most closely to fear in the VAD framework, not anger or sadness.

VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I have been without water for two days.,angry,"Customer :Thats the thing. I haven't bathed in two days and its making me angry.
Agent :",afraid,afraid,sad,"REASONING: The situation involves severe physical deprivation and helplessness, with no clear agent to blame. Two days without water likely produces exhaustion, despair, and vulnerability rather than high-energy anger or panic, so valence is strongly negative, arousal is low, and dominance is low.
VAD_Estimate: [V: -0.75, A: -0.35, D: -0.55]
EMOTION: sad",[-0.75 -0.35 -0.55],1.257457752769452,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_Moderate_Submissive,0.6923871749245504,1.044222198576529
I don't like it when kids bully each other,angry,"Customer :I don't like it when kids bully each other
Agent :",sad,sad,angry,"REASONING: The speaker expresses negative disapproval toward an undesirable behavior, with mild irritation and an assertive moral stance. This is closer to anger than to sadness or fear because it involves active dislike/complaint rather than helplessness or vulnerability.
VAD_Estimate: [V: -0.50, A: +0.30, D: +0.20]
EMOTION: angry",[-0.5  0.3  0.2],0.2944486372867091,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I dropped a mug and my coffee went everywhere,angry,"Customer :I dropped a mug and my coffee went everywhere
Agent :",sad,sad,angry,"REASONING: The event is mildly negative and frustrating due to a clumsy accident, creating irritation and annoyance rather than fear or sadness. Arousal is moderately elevated from the sudden spill, but dominance remains somewhat assertive as the reaction is active frustration.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.20]
EMOTION: angry",[-0.5   0.55  0.2 ],0.06480740698407855,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I spilled soda on my laptop.,angry,"Customer :oh no!!! Did you put it in rice? 
Agent :",sad,sad,angry,"REASONING: Spilling soda on a laptop is an unpleasant, frustrating event that triggers irritation and annoyance, not helplessness or sadness. The reaction is active frustration with moderately high arousal, aligning with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
My boss fired me for no reason.,angry,"Customer :My boss fired me for no reason. I am absolutely livid.
Agent :",sad,sad,angry,"REASONING: The speaker attributes the event to a specific person—their boss—and describes it as unjust (""for no reason""), which triggers frustration and irritation rather than helplessness or grief. This is a negative, high-arousal state with a sense of assertive indignation.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I watched a scary movie lasy. I had so many nightmares.,angry,"Customer :I don't know why I watched a scary movie.
Agent :",afraid,afraid,afraid,"REASONING: Watching a scary movie and experiencing nightmares suggests fear and vulnerability, with unpleasant emotions, high arousal from distress, and low control over the threatening dream content.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.7253964433328853,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
Why won't I get made at you?,angry,"Customer :Why won't I get angry at you for not passing your exams
Agent :",joyful,joyful,angry,"REASONING: The intended explicit emotion word is “mad” (anger), meaning the speaker is expressing frustration directed at the other person. This fits high displeasure, high arousal, and assertive control—anger.

VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]

EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
Asked a relative to care for our pet while we were gone and the dog ended up missing.,angry,"Customer :Oh no, did the relative say what happened? That sounds fishy.
Agent :",sad,sad,angry,"REASONING: The relative was responsible for the pet and the dog is now missing, creating a clear target for blame and frustration. This is an active, irritated response to someone else’s failure rather than helplessness or grief, so it aligns with anger.
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.20]
EMOTION: angry",[-0.6   0.55  0.2 ],0.11045361017187255,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I had to work late yesterday.,angry,"Customer :I had to work late yesterday.
Agent :",sad,sad,sad,"REASONING: The phrase ""had to work late"" signals an unpleasant obligation and loss of personal time, with a passive, resigned tone rather than active irritation or fear. This matches low valence, low arousal, and low control.
VAD_Estimate: [V: -0.40, A: -0.30, D: -0.35]
EMOTION: sad",[-0.4  -0.3  -0.35],1.0789810007595129,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
it makes me very unhappy when i let someone out in traffic and they dont acknowledge me,angry,"Customer :generally i do, gotta be careful with all the crazies out there though
Agent :",sad,sad,sad,"REASONING: The speaker explicitly uses the emotion word “unhappy,” which signals sadness rather than anger or fear. This drives a negative valence, low-to-moderate arousal, and a low sense of control, consistent with the sad prototype.

VAD_Estimate: [V: -0.60, A: -0.25, D: -0.35]
EMOTION: sad",[-0.6  -0.25 -0.35],1.0361949623502325,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I'm upset about a project my daughter is working on.,angry,"Customer :My daughter is working on a school project without having all the information on it.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says “upset,” signaling clear displeasure. The focus on a project suggests irritation or frustration with moderate arousal and a somewhat assertive, complaint-like stance, aligning with anger rather than fear or sadness.

VAD_Estimate: [V: -0.50, A: +0.55, D: +0.20]
EMOTION: angry",[-0.5   0.55  0.2 ],0.06480740698407855,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I'm a bit upset that my real estate career in Florida didn't go as I had planned.,angry,"Customer :I'm pretty upset that my real estate career in Florida did not go as I had planned.
Agent :",sad,sad,sad,"REASONING: The phrase “a bit upset” signals mild disappointment and resignation about an unfulfilled career plan, with no clear person to blame and low energy rather than irritation or confrontation. Valence is negative, arousal is low, and control feels diminished.
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.30]
EMOTION: sad",[-0.55 -0.25 -0.3 ],1.0048382954485762,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
"I took this girl on a really nice date and then she said that it went well. Then, out of the blue, she dumped me and said she wasn't ready.",angry,"Customer :She said that she wasn't ready for a relationship.
Agent :",sad,sad,sad,"REASONING: Being unexpectedly rejected after a positive date is highly unpleasant and deflating, with low energy and a sense of helplessness rather than anger or fear. This matches dejection and disappointment more than active irritation.
VAD_Estimate: [V: -0.60, A: -0.30, D: -0.35]
EMOTION: sad",[-0.6  -0.3  -0.35],1.0771258050942794,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.,angry,"Customer :I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.
Agent :",afraid,afraid,angry,"REASONING: The situation is unpleasant and self-caused; the mistake triggers active frustration/irritation rather than helpless fear or passive sadness, so arousal is moderately high but dominance is somewhat lowered by self-blame.
VAD_Estimate: [V: -0.50, A: +0.45, D: -0.10]
EMOTION: angry",[-0.5   0.45 -0.1 ],0.37709415269929597,False,True,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Moderate,0.6923871749245504,0.0
I was really upset when I found out that the Dallas Cowboys were going to let go of Dez Bryant. I think he's a really good wide receiver if only he wouldn't run his mouth.,angry,"Customer :Sure, my dad is a Cowboys fan. He misses the days of Troy Aikman and Emmett Smith!
Agent :",sad,sad,angry,"REASONING: The speaker says ""really upset,"" which signals negative feelings and active frustration about a specific decision and player behavior. This is complaining/irritation rather than helplessness or grief, so it fits high displeasure, moderate-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I don't like it when kids bully each other,angry,"Customer :Yeah, they bully everyone and everything, like they don't develop a filter until they reach adulthood
Agent :",sad,sad,angry,"REASONING: The speaker expresses clear displeasure and disapproval toward bullying, with mild irritation rather than fear or sadness. This is an assertive moral objection, so valence is negative, arousal is moderate, and dominance is slightly assertive.
VAD_Estimate: [V: -0.50, A: +0.45, D: +0.30]
EMOTION: angry",[-0.5   0.45  0.3 ],0.14899664425751336,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I can not even think about losing any more money!,angry,"Customer :have you thought  about saving money?
Agent :",afraid,afraid,afraid,"REASONING: The speaker expresses dread and helplessness about future financial loss, with no clear target to blame, indicating high negative arousal and low control. This aligns with fear rather than anger or sadness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.6661080993352355,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I need a root canal.,angry,"Customer :I recently found out I need a root canal
Agent :",afraid,afraid,afraid,"REASONING: The situation describes an unpleasant, invasive dental procedure with no specific person to blame, causing apprehension and helplessness rather than irritation. This maps to negative valence, moderately high arousal, and low dominance/control.
VAD_Estimate: [V: -0.60, A: +0.50, D: -0.40]
EMOTION: afraid",[-0.6  0.5 -0.4],0.6623443213314356,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
someone almost crashed into me,angry,"Customer :wow. are you ok? that can be really unnerving 
Agent :",afraid,afraid,afraid,"REASONING: A near-collision is an immediate, dangerous threat caused by another person, triggering high arousal and a sense of vulnerability/lack of control rather than reflective anger. The valence is strongly negative with high activation and low dominance.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
