Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I broke my favorite vase.  I am so upset with myself.,angry,"Customer :I broke my favorite vase.
Agent :",sad,sad,angry,"REASONING: Breaking a cherished item triggers clear frustration and self-directed irritation, not passive grief. Valence is negative, arousal is elevated, and the self-blame gives moderate assertive energy, consistent with anger rather than sadness.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.15]
EMOTION: angry",[-0.55  0.5   0.15],0.140356688476182,False,True
The other day my four year old smashed my favorite figurine.,angry,"Customer :Yes. I made him apologize and stay in his room with no toys for an hour.
Agent :",sad,sad,angry,"REASONING: The smashed figurine is a negative event caused by a specific person, triggering frustration and irritation rather than helplessness or grief. The reaction is high-arousal annoyance with assertive blame, consistent with anger.

VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
"Last, my car glass was broken,",angry,"Customer :Last week, my car glass was broken by someone
Agent :",sad,sad,angry,"REASONING: Damage to personal property is a negative, frustrating event that typically triggers irritation and blame rather than sadness or fear. The reaction is high-energy displeasure with some assertive control, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I bought some jeans today and brought them home to find out the zipper was broken.,angry,"Customer :I wish. Well I wont be wearing these jeans anyway. The zipper is broken.
Agent :",sad,sad,angry,"REASONING: The broken zipper is a frustrating defect that creates irritation and active complaint toward the store or manufacturer, not a life-threatening threat or passive grief. This is negative valence, moderately high arousal, and some assertive blame.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
My father promised to buy me a car when I graduate from university. He never did.,angry,"Customer :Are you disappointed with it?
Agent :",sad,sad,angry,"REASONING: A specific person (the father) broke a clear promise, causing disappointment and frustration rather than helplessness or fear. Negative valence, moderate arousal from irritation, and some assertive blame toward the father align with anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.1539480431834065,False,True
I forgot my lunch and my wallet at home this morning.,angry,"Customer :Dang, heartbreaking. If I were your co-worker and you told me that, I'd lend you at least a couple bucks for the vending machines or something. Hopefully you can go home and have a nice dinner.
Agent :",sad,sad,angry,"REASONING: Forgetting both lunch and wallet is an unpleasant, frustrating inconvenience that creates irritation and annoyance rather than sadness or fear. The emotion involves moderate negative valence, active frustration/arousal, and a sense of self-directed control.
VAD_Estimate: [V: -0.45, A: +0.50, D: +0.20]
EMOTION: angry",[-0.45  0.5   0.2 ],0.11916375287812983,False,True
i was upset when i was told i couldnt go home on time,angry,"Customer :because there was still too much work left to do
Agent :",sad,sad,angry,"REASONING: The event is an externally imposed restriction (“I was told I couldn’t go home on time”), and the explicit “upset” reflects active frustration at that specific source rather than fear or low-energy sadness. Valence is negative, arousal is moderately high, and the irritation carries assertive/blaming energy.  
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]  
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
My boss fired me for no reason.,angry,"Customer :I am sorry that happened, you will find another job
Agent :",sad,sad,angry,"REASONING: The situation involves a specific person (the boss) causing an unjust outcome, which triggers active frustration and blame rather than helplessness or depression, so valence is negative, arousal is high, and the speaker maintains some assertive control through irritation.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
My refrigerator broke today. I just went grocery shopping,angry,"Customer :I did. I had just went grocery shopping. We were gone all day and it was 100 degrees today.
Agent :",sad,sad,angry,"REASONING: The broken refrigerator and spoiled groceries create clear frustration and irritation, with active annoyance rather than passive sadness or fear. The negative event is not life-threatening and there is a tangible cause to complain about, fitting anger.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I once found out that my mother threw away my drawing.,angry,"Customer :You said that already, how long did it take you to draw this picture?
Agent :",sad,sad,angry,"REASONING: The mother is a specific person who caused the harm by discarding the drawing, so the blame test points to anger rather than fear or sadness. The event involves irritation and a sense of being wronged, with moderate-to-high arousal and some assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I dropped my laptop and broke it.,angry,"Customer :I'm not sure. Hopefully not too much.  I think I can just fix the screen.
Agent :",sad,sad,angry,"REASONING: Breaking a laptop is a negative, frustrating event that likely triggers irritation and self-directed annoyance, with moderate-to-high arousal but retained sense of control over the situation. This aligns more with anger than sadness, fear, or joy.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
when my girlfriend cheated,angry,"Customer :i hate when people are unfaithful to there relationship
Agent :",sad,sad,angry,"REASONING: The situation involves a specific interpersonal betrayal by a close partner, which typically triggers active frustration, blame, and irritation rather than helplessness or fear. This points to high displeasure, elevated arousal, and assertive control toward the wrongdoer.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
My car broke down,angry,"Customer :I'm not sure, It wouldn't start the morning.   Its not the batttery or starter.
Agent :",sad,sad,angry,"REASONING: The car breaking down is a negative, frustrating inconvenience that sparks irritation and annoyance rather than sadness or fear. Valence is negative, arousal is moderately elevated, and the speaker may feel some assertive frustration toward the situation.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I lost my car keys at a bar last night.,angry,"Customer :Oh god! How did you get in finally, did you contact your mom?
Agent :",sad,sad,angry,"REASONING: Losing car keys is a frustrating, inconvenient event that triggers irritation and active searching rather than sadness or fear. Negative valence with moderate arousal and a slight sense of lost control, but not full helplessness, points to anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.10]
EMOTION: angry",[-0.55  0.45 -0.1 ],0.37907782842049725,False,True
I forgot my lunch and my wallet at home this morning.,angry,"Customer :I forgot my lunch and my wallet at home this morning.
Agent :",sad,sad,angry,"REASONING: The situation is unpleasant and inconvenient, producing frustration/irritation rather than helplessness or fear. The arousal is moderate and the speaker is expressing annoyance, which aligns most closely with the anger prototype.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.05]
EMOTION: angry",[-0.55  0.45  0.05],0.24738633753705963,False,True
I did my best in my audition and I still didnt get the part!,angry,"Customer :I'm sorry! I'm sure something better will come along.
Agent :",sad,sad,angry,"REASONING: The person expresses frustration over a disappointing outcome despite their best effort, with high energy and irritation rather than passive sadness. This fits anger: strong displeasure, high arousal, and a somewhat assertive blaming reaction.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.08774964387392127,False,True
My car broke down,angry,"Customer :My car broke down
Agent :",sad,sad,angry,"REASONING: The car breaking down is a negative, frustrating event that creates irritation and active problem-solving rather than helplessness or fear. The arousal is moderately high from annoyance, with some attempt to assert control over the situation.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True
I did my best in my audition and I still didnt get the part!,angry,"Customer :Yes, I am sure of it. I will find something eventually.
Agent :",sad,sad,angry,"REASONING: The situation involves frustration and irritation at an undesired outcome despite effort, with active complaining rather than passive grief. This indicates negative valence, high arousal, and a mildly assertive sense of blame.  
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]  
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
I took my daughter shopping for school clothes and she didn't like anything in any store. We bought nothing,angry,"Customer :I took my 13 year old shopping for schoo clothes today.
Agent :",sad,sad,angry,"REASONING: The situation is negative because the shopping trip was futile, but the tone suggests irritation and frustration rather than deep grief or resignation. The energy is moderately high due to annoyance, and the speaker retains some sense of agency while being thwarted, aligning with anger rather than sadness.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.1794435844492636,False,True
I broke my coffee maker and now i can't make coffee,angry,"Customer :I broke my coffee maker today and i'm so mad because i can't make coffee. I can't survive the morning without coffee
Agent :",sad,sad,angry,"REASONING: The situation is an everyday inconvenience caused by one’s own mistake, producing irritation and frustration rather than deep sadness or fear. Valence is negative, arousal is moderately high from agitation, and dominance is slightly assertive because the speaker is annoyed and complaining, not helpless.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.1539480431834065,False,True
I once found out that my mother threw away my drawing.,angry,"Customer :I asked my mother where she left my drawing, she said she threw it out.
Agent :",sad,sad,angry,"REASONING: The speaker attributes the harm to a specific person (their mother), which creates frustration and blame rather than helpless sadness; this is a negatively valenced, moderately high-arousal, assertive reaction.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
I lost another wallet today. I just can't keep up with those things,angry,"Customer :Oh darn that is stressful I bet.
Agent :",sad,sad,angry,"REASONING: Losing a wallet again is frustrating and irritating, with negative valence and moderate arousal. The speaker’s complaining tone (“I just can’t keep up”) reflects active annoyance rather than deep sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.1539480431834065,False,True
someone almost crashed into me,angry,"Customer :yea i was so mad
Agent :",afraid,afraid,angry,"REASONING: A specific person is the cause of the near-collision, which triggers irritation and blame rather than helplessness or avoidance; this points to anger with negative valence, high arousal, and assertive control.
VAD_Estimate: [V: -0.60, A: +0.60, D: +0.25]
EMOTION: angry",[-0.6   0.6   0.25],0.09055385138137413,False,True
I dropped my laptop and broke it.,angry,"Customer :I dropped my laptop and broke it.
Agent :",sad,sad,angry,"REASONING: The event is negative and frustrating, involving a personal loss with irritation and annoyance rather than helplessness. It likely triggers high arousal frustration with a slight sense of self-directed blame, matching anger more closely than sadness or fear.  
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.20]  
EMOTION: angry",[-0.6   0.55  0.2 ],0.11045361017187255,False,True
My brother was in a drunken mood.,angry,"Customer :My brother was in a drunken mood last night. He said nasty things and broke my furniture 
Agent :",joyful,joyful,angry,"REASONING: The brother’s drunken state is a negative and frustrating situation, likely causing irritation rather than helpless fear or sadness. This maps to high displeasure, moderately high arousal, and an assertive sense of blame toward the brother → angry.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True
Why do people get so mad at each other for no reason?,angry,"Customer :I hope the government can give some free course  about the benefit of staying calm and healthy
Agent :",sad,sad,angry,"REASONING: The speaker explicitly references the emotion word “mad,” so the predicted emotion must be anger; the reflective question still centers on anger, which is negative in valence, high in arousal, and moderately assertive in dominance.
VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]
EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True
While driving someone backed up and almost hit me.,angry,"Customer :they were not paying attention. 
Agent :",afraid,afraid,angry,"REASONING: A specific driver caused a dangerous near-miss, making the event feel like a clear, blameworthy violation rather than an uncontrollable environmental threat. This triggers high-arousal irritation and assertive frustration, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
why is it that bad things always happen to me!,angry,"Customer :why is it everytime im up in life something brings me down
Agent :",sad,sad,angry,"REASONING: The speaker expresses frustration and irritation in an exclamatory complaint, so valence is negative and arousal is high. The tone is active outward complaining rather than passive grief or fear, giving moderate assertive energy, consistent with anger.

VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
I think someone stole my headphones recently.,angry,"Customer :I think someone stole my headphones recently.
Agent :",sad,sad,angry,"REASONING: The speaker suspects a specific wrongful act (theft) by someone, which typically triggers irritation and blame rather than helplessness or sadness. Valence is negative, arousal is moderately heightened, and there is some assertive frustration toward the perceived injustice.
VAD_Estimate: [V: -0.50, A: +0.45, D: +0.20]
EMOTION: angry",[-0.5   0.45  0.2 ],0.14899664425751336,False,True
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :Oh no that is so sad to hear! I have one dog and two cats, so I totally understand what you are going through...
Agent :",sad,sad,angry,"REASONING: The speaker clearly blames their mom for the loss of the dog and explicitly says they resented her, indicating anger directed at a specific person. Although crying suggests sadness, the resentment and blame toward the mother make anger the dominant emotion.
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.20]
EMOTION: angry",[-0.6   0.55  0.2 ],0.11045361017187255,False,True
My husband gets cranky when he gets woken up and takes it out on me.,angry,"Customer :That is very dangerous attitude to have. I would be very cautious as it may bring much unintended social consequences
Agent :",sad,sad,angry,"REASONING: The speaker is describing being the target of her husband’s cranky behavior, which is frustrating and irritating. There is a clear source of blame (the husband), and the tone is one of active annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
My best friend had to leave town to help take care of her mother who was diagnosed with lung cancer.  Her husband agreed she needed to go and then filed for divorce,angry,"Customer :My best friend had to leave town to help take care of her mother who was diagnosed with lung cancer.
Agent :",sad,sad,angry,"REASONING: The situation involves a clear interpersonal betrayal: the husband agreed to the friend leaving, then unexpectedly filed for divorce. This creates strongly negative feelings directed at a specific person, with active frustration and blame, so anger better fits than sadness or fear.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
A few weeks ago my 3 year old broke my favorite eyeshadows.,angry,"Customer :Yeah, I should have probably put it in a safer spot. Oh well.
Agent :",sad,sad,angry,"REASONING: The event is negative because a valued possession was damaged, and the tone suggests irritation/frustration rather than grief or fear. The cause is a specific person (the 3-year-old), so this aligns more with anger than sadness or dread.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True
i got the wrong item,angry,"Customer :Were you able to return it?
Agent :",sad,sad,angry,"REASONING: Receiving the wrong item is a frustrating, irritating event caused by a specific order/seller error, not a life-threatening or ambiguous threat. It involves active complaint rather than passive grief, so it aligns with anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.10]
EMOTION: angry",[-0.55  0.45  0.1 ],0.2090454496036687,False,True
Somebody called me fat the other day,angry,"Customer :so i went to the gym the other day and i was using a traidmill and somebody told me ""get off the traidmill fat ***""
Agent :",sad,sad,angry,"REASONING: The speaker was insulted by a specific person, which is a direct social provocation that typically triggers irritation and frustration rather than helplessness or grief. This matches high displeasure, moderate-to-high arousal, and assertive control → anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
when my nieces play with my devices,angry,"Customer :exactly i tell my brother , he says but they are just little girls ... like yeah there little but teach them not to touch things that are not theres 
Agent :",afraid,afraid,angry,"REASONING: The situation involves nieces using the speaker's personal devices, implying irritation and protectiveness rather than joy, fear, or sadness. Valence is negative, arousal is mildly elevated, and dominance is slightly positive because the speaker feels ownership and control over the situation.
VAD_Estimate: [V: -0.45, A: +0.35, D: +0.25]
EMOTION: angry",[-0.45  0.35  0.25],0.24738633753705963,False,True
I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,"Customer :Yeah it would have been if I hadn't burned it to a crisp and turned it into a black charred piece of leather!
Agent :",sad,sad,angry,"REASONING: The burned steak is an annoying, preventable outcome that triggers frustration and irritation, with a negative but moderately aroused and somewhat assertive response.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
Why do people get so mad at each other for no reason?,angry,"Customer :Because nobody taught them how to live right.
Agent :",sad,sad,angry,"REASONING: The speaker uses the explicit emotion word “mad” and expresses frustration about people’s senseless anger, reflecting negative valence, moderate-to-high arousal, and a somewhat assertive/irritated stance.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I am so upset because I lost my favorite shoe. I am late for the gym now!,angry,"Customer :I don't know. But now I am upset because I wasn't able to make it to my favorite gym!
Agent :",sad,sad,angry,"REASONING: The speaker expresses active frustration and irritation over losing their favorite shoe and being late, which creates negative valence, moderate-to-high arousal, and a sense of assertive annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
i was upset when i saw a big dent in my car door,angry,"Customer :I would hate that
Agent :",sad,sad,angry,"REASONING: The situation involves property damage, which is unpleasant and frustrating, with active irritation rather than helplessness or fear. This aligns with moderate-to-high negative arousal and a sense of assertive annoyance.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
Somebody called me fat the other day,angry,"Customer :what???? That's terrible!! what a horrible person!
Agent :",sad,sad,angry,"REASONING: Being insulted by someone with a clear external source (""somebody"") creates irritation and frustration, with moderate-high arousal and a sense of wanting to blame the offender. This fits anger rather than sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
i was chatting with my dad and the call dropped on us,angry,"Customer :i  was chatting with my dad and the call dropped on us
Agent :",sad,sad,angry,"REASONING: The unexpected call drop is a frustrating interruption, causing mild irritation rather than deep sadness or fear. It involves negative valence, moderate arousal, and a slight sense of annoyance/control rather than helplessness.
VAD_Estimate: [V: -0.45, A: +0.35, D: +0.20]
EMOTION: angry",[-0.45  0.35  0.2 ],0.25238858928247926,False,True
"Last, my car glass was broken,",angry,"Customer :No. There was nothing to steal. Now, I need to pay to fix it. I am already having some financial issues.
Agent :",sad,sad,angry,"REASONING: The situation describes property damage with no explicit emotion word; this is an irritating violation that triggers frustration and blame, not fear or sadness. Valence is clearly negative, arousal is elevated from irritation, and dominance is moderately assertive.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I don't like it when kids bully each other,angry,"Customer :I don't like it when kids bully each other
Agent :",sad,sad,angry,"REASONING: The speaker expresses negative disapproval toward an undesirable behavior, with mild irritation and an assertive moral stance. This is closer to anger than to sadness or fear because it involves active dislike/complaint rather than helplessness or vulnerability.
VAD_Estimate: [V: -0.50, A: +0.30, D: +0.20]
EMOTION: angry",[-0.5  0.3  0.2],0.2944486372867091,False,True
I dropped a mug and my coffee went everywhere,angry,"Customer :I dropped a mug and my coffee went everywhere
Agent :",sad,sad,angry,"REASONING: The event is mildly negative and frustrating due to a clumsy accident, creating irritation and annoyance rather than fear or sadness. Arousal is moderately elevated from the sudden spill, but dominance remains somewhat assertive as the reaction is active frustration.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.20]
EMOTION: angry",[-0.5   0.55  0.2 ],0.06480740698407855,False,True
I spilled soda on my laptop.,angry,"Customer :oh no!!! Did you put it in rice? 
Agent :",sad,sad,angry,"REASONING: Spilling soda on a laptop is an unpleasant, frustrating event that triggers irritation and annoyance, not helplessness or sadness. The reaction is active frustration with moderately high arousal, aligning with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
My boss fired me for no reason.,angry,"Customer :My boss fired me for no reason. I am absolutely livid.
Agent :",sad,sad,angry,"REASONING: The speaker attributes the event to a specific person—their boss—and describes it as unjust (""for no reason""), which triggers frustration and irritation rather than helplessness or grief. This is a negative, high-arousal state with a sense of assertive indignation.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
Why won't I get made at you?,angry,"Customer :Why won't I get angry at you for not passing your exams
Agent :",joyful,joyful,angry,"REASONING: The intended explicit emotion word is “mad” (anger), meaning the speaker is expressing frustration directed at the other person. This fits high displeasure, high arousal, and assertive control—anger.

VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]

EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True
Asked a relative to care for our pet while we were gone and the dog ended up missing.,angry,"Customer :Oh no, did the relative say what happened? That sounds fishy.
Agent :",sad,sad,angry,"REASONING: The relative was responsible for the pet and the dog is now missing, creating a clear target for blame and frustration. This is an active, irritated response to someone else’s failure rather than helplessness or grief, so it aligns with anger.
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.20]
EMOTION: angry",[-0.6   0.55  0.2 ],0.11045361017187255,False,True
I'm upset about a project my daughter is working on.,angry,"Customer :My daughter is working on a school project without having all the information on it.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says “upset,” signaling clear displeasure. The focus on a project suggests irritation or frustration with moderate arousal and a somewhat assertive, complaint-like stance, aligning with anger rather than fear or sadness.

VAD_Estimate: [V: -0.50, A: +0.55, D: +0.20]
EMOTION: angry",[-0.5   0.55  0.2 ],0.06480740698407855,False,True
I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.,angry,"Customer :I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.
Agent :",afraid,afraid,angry,"REASONING: The situation is unpleasant and self-caused; the mistake triggers active frustration/irritation rather than helpless fear or passive sadness, so arousal is moderately high but dominance is somewhat lowered by self-blame.
VAD_Estimate: [V: -0.50, A: +0.45, D: -0.10]
EMOTION: angry",[-0.5   0.45 -0.1 ],0.37709415269929597,False,True
I was really upset when I found out that the Dallas Cowboys were going to let go of Dez Bryant. I think he's a really good wide receiver if only he wouldn't run his mouth.,angry,"Customer :Sure, my dad is a Cowboys fan. He misses the days of Troy Aikman and Emmett Smith!
Agent :",sad,sad,angry,"REASONING: The speaker says ""really upset,"" which signals negative feelings and active frustration about a specific decision and player behavior. This is complaining/irritation rather than helplessness or grief, so it fits high displeasure, moderate-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I don't like it when kids bully each other,angry,"Customer :Yeah, they bully everyone and everything, like they don't develop a filter until they reach adulthood
Agent :",sad,sad,angry,"REASONING: The speaker expresses clear displeasure and disapproval toward bullying, with mild irritation rather than fear or sadness. This is an assertive moral objection, so valence is negative, arousal is moderate, and dominance is slightly assertive.
VAD_Estimate: [V: -0.50, A: +0.45, D: +0.30]
EMOTION: angry",[-0.5   0.45  0.3 ],0.14899664425751336,False,True
I lost my car keys at a bar last night.,angry,"Customer :I lost my keys at a bar last night. 
Agent :",sad,sad,angry,"REASONING: Losing car keys is an unpleasant, frustrating inconvenience that triggers irritation and self-directed frustration rather than passive grief or fear. This active frustration aligns with moderate-to-high arousal and assertive annoyance, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.15]
EMOTION: angry",[-0.55  0.5   0.15],0.140356688476182,False,True
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :Aww what a cute name. Hopefully you an your Mom made up, and maybe you got/can get another pet.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly resents their mother for forcing them to give up the beloved dog. This indicates active irritation and blame toward a specific person, which aligns with anger rather than pure sadness, despite the grief of crying.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True
I didn't like when I found out my mom threw away my old Nintendo.,angry,"Customer :No, I was away and found out when I got back.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific person (mom) causing an unwanted outcome, triggering irritation and blame rather than helplessness or grief. This reflects moderate negative valence, moderately high arousal, and assertive control → anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
When my brother wanted to fight me. We had just got off the ice.,angry,"Customer :oh yea?
Agent :",afraid,afraid,angry,"REASONING: A clear interpersonal provocation from a specific person—my brother wanting to fight—creates high displeasure and high arousal, with an assertive, confrontational energy rather than helplessness.  
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]  
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
I'm pretty upset I got a flat on the way to work today.  I was late and I'm down 200 dollars.,angry,"Customer :Right? I was late and I'm down 200 dollars, but at least I still have my job.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says they are “upset” about a frustrating, costly event, indicating negative valence with active irritation rather than passive sadness. The flat tire caused anger/frustration about being late and losing money, with moderate arousal and some assertive complaining.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True
My car broke down,angry,"Customer :That doesnt sound so hard to fix
Agent :",sad,sad,angry,"REASONING: The car breaking down is a negative, frustrating event that likely triggers irritation and complaint rather than sadness or fear. This calls for moderately negative valence, fairly high arousal from annoyance, and some assertive control by blaming the situation/car.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.10]
EMOTION: angry",[-0.55  0.55  0.1 ],0.16031219541881397,False,True
I caught my wife cheating on me last week. She's apparently decided she likes other women now. I really don't know what to do!,angry,"Customer :I caught my wife cheating on me last week. Apparently she's decided that she likes women too. I don't know what to do about this.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific betrayal by the wife, which triggers active frustration, hurt, and agitation rather than passive resignation or fear. The negative valence and high arousal align with anger, though the uncertainty slightly lowers dominance.
VAD_Estimate: [V: -0.62, A: +0.64, D: +0.15]
EMOTION: angry",[-0.62  0.64  0.15],0.15684387141358122,False,True
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :I'm sooo upset with my mom. I don't think at this point I can forgive her.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says she “resented her” mother, an anger-related emotion directed at a specific person, so the blame test points to anger even though losing the dog also brings sadness. This gives negative valence, moderately high arousal from indignation, and moderate dominance from blame/resentment.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True
I broke my phone,angry,"Customer :I dropped it lol
Agent :",sad,sad,angry,"REASONING: Breaking a valuable possession is unpleasant and frustrating, with active irritation rather than passive grief. The speaker is likely annoyed and blaming the situation or themselves, so arousal is moderately high and dominance is near neutral to slightly assertive.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I was on a train in Sri Lanka. I asked the passengers if I was at the right stop. They told me no. Turns out I was at the right place.,angry,"Customer :Oh dang. Do you think it was intentional?
Agent :",joyful,joyful,angry,"REASONING: The speaker is misled by passengers and left with frustration over a travel mistake; there is a clear external cause to blame and no life-threatening danger, so displeasure, moderate arousal, and assertive irritation point to anger.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.25]
EMOTION: angry",[-0.5   0.55  0.25],0.04123105625617653,False,True
